Time[s], Data[Decimal]
0.668764680000000, 0
0.686024960000000, 4
0.686024980000000, 0
0.686025020000000, 4
0.686038580000000, 5
0.686038620000000, 4
0.686040500000000, 5
0.707062140000000, 7
0.707062180000000, 5
0.707062280000000, 7
0.707062940000000, 3
0.707062960000000, 0
0.707062980000000, 3
0.747074080000000, 1
0.747074100000000, 0
0.747074120000000, 1
0.749172880000000, 0
0.749172900000000, 5
0.749172940000000, 1
0.749172960000000, 5
0.753348820000000, 7
0.753348840000000, 5
0.753348880000000, 7
0.753349600000000, 3
0.753349620000000, 0
0.753349640000000, 1
0.753349660000000, 3
0.753934800000000, 7
0.753934840000000, 3
0.753934860000000, 7
0.753935580000000, 5
0.753935620000000, 1
0.753935640000000, 5
0.762656120000000, 1
0.762656160000000, 0
0.762656180000000, 1
0.765034300000000, 3
0.765034320000000, 1
0.765035100000000, 3
0.765442860000000, 2
0.765442880000000, 7
0.765442920000000, 3
0.765442940000000, 7
0.765443680000000, 5
0.765443700000000, 0
0.765443720000000, 5
0.790383740000000, 4
0.790383780000000, 0
0.790383800000000, 4
0.797786340000000, 6
0.797786360000000, 4
0.797786960000000, 6
0.797787120000000, 2
0.797787140000000, 0
0.797787160000000, 2
0.797799960000000, 3
0.797799980000000, 2
0.797800720000000, 3
0.816007140000000, 1
0.816007160000000, 0
0.816007180000000, 1
0.816019940000000, 0
0.816821540000000, 4
0.816821580000000, 0
0.816821600000000, 4
0.816835160000000, 5
0.816835200000000, 4
0.816836340000000, 5
0.818662100000000, 1
0.818662140000000, 0
0.818662160000000, 1
0.818674920000000, 0
0.844769060000000, 1
0.844769100000000, 0
0.844770340000000, 1
0.845694080000000, 3
0.845694100000000, 1
0.845694920000000, 3
0.878197600000000, 7
0.878197620000000, 3
0.878197660000000, 7
0.878198380000000, 5
0.878198400000000, 0
0.878198440000000, 5
0.885172480000000, 7
0.885172520000000, 5
0.885173200000000, 7
0.885173280000000, 3
0.885173300000000, 0
0.885173320000000, 3
0.893936520000000, 7
0.893936560000000, 3
0.893936600000000, 7
0.893937320000000, 5
0.893937340000000, 0
0.893937360000000, 1
0.893937380000000, 5
0.897206680000000, 7
0.897206720000000, 5
0.897207260000000, 7
0.897207460000000, 3
0.897207480000000, 1
0.897207500000000, 0
0.897207520000000, 3
0.909400860000000, 1
0.909400880000000, 0
0.909400900000000, 1
0.911245960000000, 5
0.911246000000000, 1
0.911246040000000, 5
0.933352760000000, 7
0.933352780000000, 5
0.933353160000000, 7
0.933353540000000, 3
0.933353560000000, 0
0.933353580000000, 3
0.933366340000000, 2
0.933366380000000, 0
0.933366400000000, 2
0.947361040000000, 6
0.947361080000000, 2
0.947361100000000, 6
0.947361820000000, 4
0.947361860000000, 0
0.947361880000000, 4
0.947374680000000, 5
0.947374700000000, 4
0.947375400000000, 5
0.978277840000000, 1
0.978277860000000, 0
0.978277900000000, 1
0.978290660000000, 0
0.985406660000000, 2
0.985406680000000, 0
0.985408380000000, 2
0.996101080000000, 0
0.996113920000000, 1
0.996113960000000, 0
0.996114600000000, 1
1.013042900000000, 3
1.013042920000000, 1
1.013043400000000, 3
1.014553520000000, 7
1.014553560000000, 3
1.014553580000000, 7
1.014554300000000, 5
1.014554340000000, 1
1.014554360000000, 5
1.014567120000000, 4
1.073410260000000, 0
1.075222380000000, 4
1.075222420000000, 0
1.075222440000000, 4
1.079967160000000, 6
1.079967200000000, 4
1.079967760000000, 6
1.079967940000000, 2
1.079967960000000, 0
1.079968000000000, 2
1.079980780000000, 3
1.079980820000000, 2
1.079981540000000, 3
1.111615540000000, 7
1.111615580000000, 3
1.111615600000000, 7
1.111616320000000, 5
1.111616360000000, 0
1.111616380000000, 5
1.111629140000000, 4
1.129206940000000, 6
1.129206980000000, 4
1.129207440000000, 6
1.129207740000000, 2
1.129207760000000, 0
1.129207780000000, 2
1.137571620000000, 0
1.141450340000000, 2
1.141450380000000, 0
1.141452220000000, 2
1.156204920000000, 0
1.156217760000000, 1
1.156217800000000, 0
1.156218280000000, 1
1.171046280000000, 0
1.171046300000000, 5
1.171046340000000, 1
1.171046360000000, 5
1.210956420000000, 1
1.210956440000000, 0
1.210956460000000, 1
1.210969240000000, 0
1.214195220000000, 4
1.214195240000000, 0
1.214195280000000, 4
1.225055500000000, 6
1.225055520000000, 4
1.225056100000000, 6
1.225056280000000, 2
1.225056300000000, 0
1.225056340000000, 2
1.225069120000000, 3
1.225069160000000, 2
1.225069200000000, 3
1.225069220000000, 2
1.225069240000000, 3
1.237674420000000, 7
1.237674460000000, 3
1.237674480000000, 7
1.237675200000000, 5
1.237675240000000, 1
1.237675260000000, 5
1.239400340000000, 1
1.239400380000000, 0
1.239400400000000, 1
1.239413160000000, 0
1.280827700000000, 1
1.280827740000000, 0
1.280829080000000, 1
1.283243220000000, 3
1.283243260000000, 1
1.283243720000000, 3
1.288985140000000, 7
1.288985180000000, 3
1.288985200000000, 7
1.288985920000000, 5
1.288985940000000, 0
1.288985960000000, 1
1.288985980000000, 5
1.290790100000000, 7
1.290790120000000, 5
1.290790160000000, 7
1.290802940000000, 3
1.290802980000000, 0
1.290803000000000, 3
1.307366360000000, 7
1.307366380000000, 3
1.307366420000000, 7
1.307367140000000, 5
1.307367160000000, 1
1.307367200000000, 5
1.348971100000000, 1
1.348971140000000, 0
1.348971160000000, 1
1.349679280000000, 0
1.351454280000000, 2
1.351454300000000, 0
1.351456060000000, 2
1.355372600000000, 6
1.355372640000000, 2
1.355372660000000, 6
1.355373380000000, 4
1.355373420000000, 0
1.355373440000000, 4
1.355386220000000, 5
