831.35,0
904.15,0
1311.38,1
1631.37,0
1951.39,0
2271.41,0
2409.14,0
2591.43,0
2911.41,0
3231.43,0
3551.45,0
3871.47,0
4191.46,0
4287.75,0
4511.48,0
4831.5,0
5151.52,0
5471.51,0
5791.52,0
6111.54,0
6431.56,0
6751.55,0
7071.57,0
7391.59,0
7711.61,0
8031.59,0
8351.61,0
8478.12,0
8671.63,0
8991.65,0
9311.67,0
9631.66,0
9951.68,0
10271.7,0
10400.74,0
10591.71,0
10911.7,0
11231.72,0
11551.74,0
12031.74,1
12351.76,0
12671.78,0
12991.8,0
13311.82,0
13631.8,0
13951.82,0
14271.84,0
14391.27,0
14591.86,0
14911.85,0
15231.87,0
15551.89,0
15871.9,0
16351.91,1
16671.92,0
16991.94,0
17311.96,0
17631.95,0
17951.97,0
18040.29,0
18271.98,0
18592.0,0
18911.99,0
19232.01,0
19552.03,0
19872.05,0
20192.04,0
20512.06,0
20832.08,0
21152.09,0
21472.08,0
21792.1,0
21901.24,0
22112.12,0
22432.14,0
22752.13,0
23072.14,0
23392.16,0
23872.2,1
24192.18,0
24512.2,0
